54	20	76	16
89	90	60	6
38	97	67	14
65	22	23	29
33	73	88	43
53	45	87	23
7	50	64	1
99	55	57	33
54	62	93	24
8	5	20	21
27	41	69	11
53	42	50	15
46	28	71	35
8	82	69	16
43	14	22	3
72	94	42	13
31	66	98	47
29	92	27	22
73	87	40	23
77	2	20	37
22	30	14	20
48	14	4	2
69	60	15	2
90	46	42	7
79	82	30	34
5	81	74	22
32	88	19	36
22	13	17	36
6	87	27	39
94	11	55	17
77	65	99	29
9	15	79	4
26	88	47	26
28	90	33	37
51	52	63	10
39	18	82	46
8	89	20	4
16	35	97	41
4	92	49	32
91	72	19	39
93	71	18	13
53	90	24	1
76	69	25	12
88	25	38	39
81	65	3	2
99	96	43	30
10	23	36	38
7	42	52	16
32	55	55	24
46	40	18	48
33	91	14	2
7	28	28	17
66	46	31	26
38	52	85	16
56	28	39	42
27	96	45	19
94	40	94	17
73	82	50	7
86	99	79	7
62	6	72	48
40	87	19	16
59	76	6	34
58	40	48	14
80	29	39	30
60	66	85	7
100	69	77	9
73	42	29	2
83	66	64	39
94	27	70	40
45	77	47	4
55	74	24	26
19	50	48	20
82	41	45	40
18	86	4	38
33	71	91	47
33	82	6	47
94	1	58	47
74	79	32	41
15	20	30	9
4	31	83	38
86	26	34	30
94	47	49	1
29	86	9	17
34	92	74	45
36	85	43	46
13	18	43	44
79	79	18	17
65	77	34	7
16	13	1	31
24	54	42	9
59	10	83	22
60	98	59	38
50	13	93	5
56	42	24	26
92	40	14	7
24	33	75	48
89	28	99	41
19	38	53	24
92	54	83	5
70	60	41	40
49	78	12	21
97	28	67	14
33	63	72	40
6	50	60	17
25	32	57	26
7	92	10	12
88	46	80	47
47	6	91	27
71	45	95	34
37	98	58	40
14	73	65	47
86	15	11	17
93	97	32	29
53	24	30	8
10	69	96	27
19	18	18	8
80	81	73	12
3	74	99	25
68	63	18	9
17	15	31	5
8	39	6	32
23	9	16	36
37	18	77	18
98	45	91	17
1	80	60	30
39	81	3	41
46	15	51	40
43	40	51	20
74	20	33	29
57	80	23	40
44	95	40	36
44	37	73	16
45	48	54	18
68	64	78	49
88	68	21	13
41	15	11	15
87	76	8	15
73	2	70	6
20	99	71	32
5	20	81	35
24	47	11	9
89	27	33	9
92	5	37	10
98	14	70	22
52	80	36	1
69	84	7	36
76	24	64	33
80	33	27	2
29	27	99	26
24	86	57	4
50	64	16	31
96	31	79	31
23	38	24	41
94	77	90	26
45	100	56	1
55	24	11	50
65	40	83	6
82	6	72	42
49	17	19	18
26	54	72	19
81	71	92	37
23	30	76	24
80	3	3	39
64	50	2	7
87	54	58	46
32	93	45	27
8	7	35	44
86	48	5	32
88	7	23	32
60	4	81	8
99	25	55	37
43	57	10	15
4	62	28	4
92	36	28	30
29	62	3	36
95	18	73	17
44	7	47	3
92	95	64	1
100	97	79	43
24	24	96	23
88	28	24	34
12	89	42	14
3	21	74	11
47	92	47	32
1	11	13	49
16	65	77	17
61	24	67	33
5	85	28	15
63	24	14	33
59	40	37	12
97	39	80	27
60	28	5	22
14	8	48	10
27	60	77	9
72	87	69	23
94	77	97	42
42	18	95	19
55	85	64	42
90	44	93	1
17	20	26	21
94	23	59	46
37	98	13	10
15	22	86	10
66	13	51	50
75	64	66	1
8	38	32	36
78	37	69	21
83	10	45	38
69	18	46	8
34	49	91	38
67	9	50	12
87	83	13	22
2	88	8	13
68	10	5	44
40	10	88	1
46	78	27	18
83	34	20	6
38	12	61	50
9	35	92	35
64	96	41	26
70	24	69	37
4	74	22	28
74	78	32	37
97	36	49	20
1	98	90	13
30	60	21	39
40	76	86	33
46	35	58	25
67	96	3	32
100	71	82	11
89	34	28	4
7	49	9	35
4	6	89	25
85	78	1	5
45	36	49	1
70	30	44	38
61	78	20	3
2	68	87	34
91	46	14	3
38	46	5	48
44	99	55	17
54	81	27	27
86	42	22	36
88	62	19	35
45	7	10	9
56	87	86	35
48	84	79	27
6	9	72	44
89	79	40	49
94	24	35	49
40	76	2	27
79	70	21	5
100	92	17	9
10	44	28	1
59	96	14	18
75	34	65	40
37	39	88	34
46	72	67	16
70	4	91	30
83	84	64	42
87	38	48	44
7	72	3	17
96	65	59	22
19	30	61	36
100	11	51	11
14	5	80	41
15	24	100	6
62	21	47	40
66	96	51	17
53	17	48	10
29	70	53	13
86	48	76	47
62	62	62	24
1	26	91	14
2	5	11	38
60	72	67	14
20	1	43	15
14	59	87	6
21	99	52	42
64	72	2	44
60	90	55	33
18	90	61	42
87	23	95	34
5	25	63	17
91	63	80	46
56	25	16	46
58	81	79	28
40	90	40	31
27	96	71	19
13	80	25	47
46	30	93	45
97	80	41	20
34	34	8	45
8	59	11	24
51	54	52	3
40	39	24	25
84	58	49	40
32	30	18	42
67	56	69	28
71	92	97	22
15	100	20	10
66	23	55	7
43	72	27	1
1	21	16	42
84	93	10	3
27	49	37	38
63	79	52	45
4	94	2	20
51	67	89	27
7	61	76	19
5	94	73	36
93	29	43	9
77	93	93	40
48	84	83	46
65	8	73	6
54	44	94	42
38	16	2	17
68	18	72	49
22	58	7	34
1	22	96	30
45	77	96	46
92	60	30	44
90	82	97	1
71	97	34	14
53	92	15	29
73	59	12	21
30	68	33	8
24	40	60	4
94	93	34	19
75	22	96	4
26	90	13	47
45	59	95	17
41	24	63	32
84	35	84	39
38	11	94	30
27	93	70	2
51	89	78	48
70	52	20	37
88	39	44	20
81	8	88	50
30	98	95	37
34	63	80	35
92	28	91	13
75	8	82	45
40	26	49	38
98	30	11	1
18	55	91	28
85	18	52	2
37	98	59	30
51	74	2	45
59	9	54	43
86	86	57	20
52	3	65	25
5	83	50	12
72	69	43	16
27	88	51	49
88	52	85	45
96	93	24	10
59	43	36	21
80	17	22	46
47	64	79	30
71	83	56	33
35	16	42	26
56	24	91	18
93	83	63	39
31	42	40	35
27	50	68	1
48	82	21	50
87	55	95	12
21	57	34	48
3	10	26	27
100	78	60	18
52	37	29	15
47	64	52	3
43	83	7	32
38	14	52	2
99	5	87	42
28	82	62	42
37	80	47	21
44	7	53	37
54	99	73	17
70	20	61	26
97	24	36	21
37	8	50	24
31	70	13	12
28	32	29	26
95	54	99	10
91	43	19	2
29	28	50	12
24	40	19	14
53	55	62	27
66	63	93	22
39	76	99	24
34	19	25	4
70	5	18	28
65	68	94	50
31	55	56	21
97	78	43	40
24	11	41	12
86	76	38	30
74	60	88	44
19	5	66	36
55	26	35	22
95	2	1	17
57	39	76	5
4	68	50	32
54	54	2	19
12	14	4	17
86	85	91	11
58	78	19	11
68	78	39	21
10	46	51	39
26	63	74	12
58	97	48	12
2	19	75	26
34	22	88	31
35	42	53	27
36	33	98	10
8	40	39	42
94	37	13	16
100	36	6	6
50	70	7	23
22	92	48	50
61	42	8	11
56	6	78	25
49	76	44	9
1	43	26	13
94	100	64	32
95	26	18	10
50	32	22	43
94	41	36	43
4	12	16	32
41	62	93	1
93	100	49	46
5	67	69	27
43	4	76	8
46	28	43	1
91	78	58	21
75	47	56	39
37	48	33	42
51	4	85	50
70	78	63	32
7	63	61	38
89	44	6	40
8	21	9	12
100	34	77	24
31	67	8	34
64	37	25	30
40	67	79	9
45	89	2	31
59	5	23	22
66	56	95	30
13	27	89	16
20	67	20	26
74	79	69	35
69	3	35	6
98	9	20	27
51	9	55	42
1	56	52	25
46	87	61	32
68	84	16	40
83	43	66	40
25	56	24	42
98	39	36	2
61	18	20	49
81	43	23	13
54	71	79	4
43	69	4	32
33	5	84	19
25	45	94	47
7	94	4	17
32	13	56	25
78	23	36	47
90	83	69	20
94	9	7	33
96	7	23	17
26	29	30	13
48	36	62	17
58	9	60	15
62	91	7	32
66	85	81	28
83	10	81	38
19	81	52	24
89	66	74	11
95	66	86	17
73	47	21	23
70	6	84	5
82	62	14	19
20	40	68	11
78	8	78	50
25	54	8	39
4	29	84	13
1	81	41	11
12	55	47	16
91	67	98	31
37	85	69	25
8	19	6	45
83	90	51	10
52	34	3	44
12	68	81	40
53	58	2	27
85	33	12	18
74	99	48	20
18	65	35	18
12	84	84	18
7	53	23	17
69	43	66	12
34	50	82	47
12	7	95	14
87	28	94	30
1	45	56	11
27	90	79	27
3	36	79	23
10	6	47	18
73	85	36	10
48	91	58	47
77	68	87	48
79	48	35	28
32	4	80	1
43	8	11	9
100	33	36	49
61	88	15	46
66	21	78	17
80	70	47	16
31	15	82	29
27	91	10	31
58	90	24	48
31	76	55	5
43	17	2	41
94	78	34	14
78	92	41	23
56	24	64	9
90	54	53	11
78	33	88	14
68	60	55	14
77	8	81	27
28	21	67	25
2	50	87	36
91	73	73	16
71	83	91	13
89	35	81	6
7	100	49	50
28	51	25	6
95	10	54	50
31	75	8	17
89	54	43	35
84	21	86	36
21	98	15	41
58	8	10	47
96	43	5	6
11	43	48	32
74	20	40	48
43	80	76	16
70	17	79	21
73	12	46	44
12	89	30	37
6	23	52	12
1	16	38	30
62	96	42	6
64	25	6	50
27	86	4	8
40	51	87	16
18	9	52	15
72	46	66	15
90	4	49	49
81	58	100	17
50	87	72	34
16	80	39	22
37	79	30	17
98	40	48	1
13	2	28	17
5	47	50	49
82	97	4	40
27	45	66	48
42	76	69	41
46	8	90	15
67	30	87	3
24	63	11	49
13	59	61	35
36	50	55	37
35	84	14	12
79	37	64	34
38	86	26	23
23	77	5	41
3	61	45	28
36	48	83	14
31	3	37	39
34	91	27	48
18	7	65	17
91	39	50	21
30	57	9	50
13	10	92	11
2	34	25	15
16	29	84	14
79	43	35	43
63	32	88	18
15	21	96	20
58	63	88	29
34	54	20	14
41	96	7	1
12	3	1	20
44	85	46	25
9	3	40	23
83	81	41	2
53	39	24	12
8	32	32	15
71	64	92	38
55	67	58	20
33	8	75	28
52	94	1	43
11	68	29	45
12	79	100	35
74	34	88	9
35	84	59	11
85	45	9	10
28	38	92	12
81	65	28	16
20	98	84	34
90	77	48	28
48	33	38	13
13	90	4	35
6	59	82	36
48	9	93	21
74	90	10	23
25	61	1	25
62	79	19	46
53	60	11	1
74	45	87	40
13	49	79	33
59	89	70	31
80	27	12	24
45	17	65	16
79	81	21	43
98	18	5	19
66	5	12	24
75	98	78	28
56	38	52	27
81	52	92	2
62	39	89	40
41	100	17	41
9	18	62	27
1	94	39	35
56	85	49	21
40	53	49	22
49	72	73	38
37	86	39	22
65	89	55	17
60	63	2	37
93	12	61	7
92	78	23	10
22	9	33	46
86	1	86	31
28	48	28	31
51	5	79	40
25	18	7	22
56	9	46	23
89	90	29	41
44	41	93	32
4	66	16	2
54	12	35	47
38	46	97	3
4	17	72	50
51	25	9	3
96	34	15	4
3	15	30	35
96	76	7	23
56	55	8	20
52	50	13	35
55	56	62	45
90	43	59	8
27	36	58	25
90	37	2	9
3	19	59	1
72	93	5	8
48	77	75	25
2	38	1	49
76	10	56	1
86	20	3	16
62	39	13	40
82	70	57	46
52	11	33	23
68	60	43	33
11	39	11	49
75	34	41	50
91	84	5	22
88	76	59	14
82	77	98	39
26	67	52	21
11	2	92	20
22	98	10	35
26	24	60	31
1	94	67	4
90	96	78	30
51	32	92	47
95	57	53	3
77	95	75	25
2	76	6	37
13	2	45	3
24	67	11	25
62	31	4	14
63	24	88	7
96	22	40	29
36	40	94	31
64	26	70	35
55	90	22	35
71	77	93	44
83	20	7	31
23	28	63	21
40	57	72	45
96	94	32	37
90	49	63	37
28	25	69	40
75	22	95	5
25	89	73	37
18	93	28	23
78	29	90	4
58	33	11	14
40	35	8	16
8	23	10	41
79	54	24	5
18	31	29	13
53	19	5	2
46	88	53	11
16	25	14	19
15	39	47	42
46	3	54	8
78	25	94	13
69	96	90	1
36	41	36	36
6	67	87	6
74	20	97	12
47	38	82	34
80	17	41	39
85	71	83	38
96	50	47	42
23	86	68	6
49	66	95	8
84	51	64	24
57	90	35	16
18	18	56	13
61	3	35	42
100	22	37	23
95	6	84	32
59	33	11	46
87	78	73	35
30	74	46	2
66	39	99	14
70	90	18	13
71	7	21	41
78	83	10	40
72	47	42	15
2	1	72	14
50	23	60	16
75	27	75	45
85	89	81	48
53	11	83	34
26	87	6	5
88	50	13	2
80	84	99	17
15	63	93	10
58	52	77	45
35	10	89	36
79	24	35	32
44	1	48	33
17	82	12	1
46	81	15	27
12	86	99	50
14	22	20	35
24	68	35	37
96	14	15	40
8	89	81	39
92	98	100	25
52	13	92	1
7	3	13	46
2	22	98	13
32	66	27	16
45	24	69	7
14	54	23	10
54	56	33	13
97	98	23	32
54	83	71	26
4	60	41	48
78	74	85	2
61	50	41	16
58	73	31	49
77	78	12	41
53	51	79	17
62	62	14	11
97	88	52	23
48	52	61	48
78	45	38	40
46	88	22	27
18	99	69	48
22	54	40	38
91	54	36	23
4	68	52	35
72	73	19	44
66	41	81	43
10	43	15	34
66	23	24	36
66	20	61	5
88	64	84	17
35	37	88	8
1	93	30	23
42	73	35	3
17	52	51	43
6	90	71	2
40	13	29	40
38	90	73	10
3	50	91	28
90	25	95	43
87	58	1	38
69	92	26	48
89	69	47	6
5	13	87	3
39	51	53	4
29	41	92	10
36	5	90	4
88	1	7	20
69	96	82	3
11	6	53	43
28	51	17	17
48	43	87	12
10	18	28	1
75	93	70	17
53	50	56	5
12	43	48	30
22	5	68	2
28	48	60	17
10	16	8	3
83	40	51	11
14	88	7	46
26	72	88	46
51	27	20	4
37	92	37	40
57	37	80	15
25	52	54	38
90	65	24	5
77	32	6	10
1	96	61	15
63	66	36	27
11	40	24	18
9	14	96	49
5	15	57	41
8	16	84	47
38	10	15	5
61	14	72	11
17	54	94	40
2	90	5	3
96	53	7	13
43	25	44	33
15	23	42	50
51	23	93	6
68	48	11	36
40	51	97	26
93	92	32	14
89	52	9	31
12	81	92	8
47	83	59	27
81	7	44	11
23	32	26	24
41	11	61	23
50	11	47	29
41	49	10	11
18	47	55	1
6	40	5	5
7	18	3	49
98	43	96	6
85	95	59	24
46	23	40	7
59	95	2	39
19	25	1	38
65	25	17	18
44	61	60	23
61	87	77	22
38	23	38	16
70	32	93	34
98	1	96	6
61	11	38	21
88	100	92	26
38	43	54	34
87	97	65	20
92	94	78	47
64	44	36	26
65	23	8	13
3	14	56	6
90	19	39	19
33	5	68	15
18	94	52	49
91	70	70	7
99	15	4	2
67	98	29	40
97	90	26	42
18	36	67	45
86	32	4	33
27	30	99	27
17	46	22	34
70	74	27	25
100	74	74	11
26	46	6	21
78	64	8	18
97	100	54	38
78	15	74	22
53	15	75	5
55	57	80	31
11	57	3	6
2	46	90	49
42	22	65	46
54	47	51	42
73	44	12	6
13	43	12	29
40	93	85	2
80	28	94	32
77	65	79	38
35	49	61	11
25	84	91	45
32	30	37	10
53	73	44	15
89	95	76	27
46	25	89	37
32	38	14	24
83	86	8	22
72	42	4	27
82	98	13	48
16	8	90	7
97	77	86	1
48	81	56	7
98	34	20	34
59	15	57	44
23	46	49	13
33	23	42	32
69	14	15	32
79	62	38	1
82	92	19	34
76	4	51	23
82	84	77	48
5	100	26	24
73	42	66	7
62	35	50	9
4	33	70	34
87	64	78	44
96	100	9	16
33	76	90	24
24	95	99	16
24	79	5	42
99	78	63	25
3	41	45	24
53	4	1	14
64	32	32	1
15	67	31	41
19	18	36	14
100	87	92	28
76	84	42	4
11	67	85	41
53	5	42	43
53	99	16	34
9	81	33	1
27	36	3	22
77	42	11	42
73	50	88	11
36	14	58	26
45	60	83	25
94	25	53	1
77	35	16	2
59	98	77	31
75	28	44	42
21	94	70	45
76	41	50	23
92	17	53	11
19	93	93	38
96	57	53	2
1	81	56	38
48	66	92	6
43	28	56	47
73	42	54	19
4	43	20	47
39	85	94	16
18	37	25	23
46	8	78	22
91	1	13	35
22	38	99	44
78	98	38	33
2	37	36	7
19	41	98	45
17	84	22	36
23	34	60	30
33	10	64	45
11	46	82	8
94	66	88	45
53	13	99	17
51	5	5	23
94	21	29	11
8	2	31	32
90	88	7	17
34	31	96	10
52	25	91	16
92	65	65	49
58	31	25	33
98	59	33	34
82	48	77	28
51	23	94	36
46	63	25	49
31	59	49	45
89	89	92	15
28	97	51	2
60	48	8	29
15	77	64	5
56	65	53	20
15	70	71	31
94	28	27	27
75	24	6	22
9	9	63	9
18	60	23	11
75	100	29	17
77	28	63	21
27	74	70	10
16	77	66	47
2	1	44	18
89	15	92	10
88	34	29	28
71	17	83	34
71	88	85	44
81	27	35	2
64	63	58	50
17	77	26	14
12	19	85	24
43	53	95	8
36	3	87	1
10	15	2	34
52	70	62	6
49	2	6	2
41	79	4	7
91	42	6	50
57	53	97	50
43	42	94	43
42	94	83	44
18	98	41	43
28	22	49	31
28	29	77	15
36	4	92	34
91	93	61	38
14	16	32	22
17	17	41	42
44	26	52	39
20	51	40	22
7	4	1	43
94	88	28	17
72	7	99	24
1	43	90	46
54	7	4	34
80	89	66	8
83	62	39	7
68	26	31	30
11	61	63	13
82	46	7	48
66	78	86	36
67	29	60	22
53	100	12	42
74	71	24	27
33	85	45	35
3	4	15	19
75	62	97	36
69	99	86	27
94	48	12	46
94	69	59	24
59	19	24	47
87	4	1	40
24	97	98	39
63	9	77	9
74	36	75	1
27	100	63	19
84	1	59	44
59	2	75	29
43	40	33	46
85	63	81	3
100	35	71	28
54	28	44	43
39	42	32	13
6	78	99	27
71	33	68	47
76	92	28	16
6	4	88	19
68	79	16	39
16	31	33	40
79	54	70	32
11	88	22	35
96	85	44	24
37	19	27	46
91	56	56	39
35	22	63	32
64	48	45	48
98	100	81	30
90	39	76	10
93	50	37	4
88	70	27	46
26	5	74	40
89	64	33	39
98	90	7	1
57	1	41	23
1	25	15	18
30	31	46	13
61	45	91	45
71	4	93	39
75	24	65	48
58	94	14	6
80	20	44	35
63	34	35	34
9	79	5	16
66	5	39	13
77	67	44	30
31	63	86	30
8	77	83	27
19	33	89	30
84	70	10	16
54	2	36	31
40	24	57	16
66	78	74	48
80	50	44	10
22	65	87	12
91	64	38	20
71	34	68	2
98	21	49	24
83	2	56	14
83	96	52	27
18	74	62	22
80	18	5	9
61	59	21	8
76	2	75	46
49	23	99	27
77	87	90	14
47	85	71	29
99	24	24	36
84	5	43	22
50	97	22	3
82	51	100	16
33	33	51	12
22	76	4	48
77	79	77	13
67	36	73	22
37	83	28	14
68	11	2	36
64	33	15	3
44	57	95	6
7	42	66	18
55	78	12	22
92	97	21	30
79	26	70	16
59	76	46	26
8	75	55	30
9	70	5	10
81	6	50	46
55	43	52	1
57	41	90	30
38	22	88	15
94	40	72	45
76	78	53	5
55	56	20	13
38	40	35	9
51	86	42	38
97	92	72	42
49	89	58	20
30	44	91	28
7	9	71	44
39	87	12	1
96	80	26	42
48	58	97	30
86	13	35	41
45	25	84	6
62	27	32	5
90	14	83	49
85	54	68	23
56	17	73	50
74	91	60	1
5	24	65	5
58	74	39	6
61	48	52	47
79	9	12	35
30	4	53	19
36	35	36	7
81	64	77	43
4	51	40	25
6	54	56	16
17	50	61	28
1	56	1	4
7	57	13	6
1	8	49	6
1	75	37	44
83	58	55	27
49	4	23	11
83	80	7	41
28	5	37	48
20	52	19	34
99	46	66	46
52	11	35	16
73	28	90	22
95	78	15	20
54	46	5	7
22	89	52	22
53	49	11	16
42	81	27	43
100	25	2	10
70	59	75	32
38	73	80	48
35	71	22	26
15	21	44	22
35	13	56	7
47	37	99	3
9	76	52	2
10	79	12	26
84	30	69	45
24	25	50	8
77	65	91	23
69	3	12	42
49	81	4	14
45	50	86	5
80	98	94	10
9	9	93	10
32	100	45	21
53	54	28	48
37	84	65	46
94	61	51	27
71	84	29	21
33	79	64	8
82	91	30	32
3	51	19	33
73	25	24	16
95	89	73	12
77	31	35	19
58	77	28	44
82	40	4	29
73	75	21	24
37	99	21	22
7	96	100	31
18	97	86	12
71	43	4	15
53	71	90	1
20	48	28	20
55	83	95	20
71	39	33	25
66	22	90	11
89	76	99	28
80	37	69	18
48	69	23	10
35	32	30	13
16	55	44	15
88	21	96	35
53	85	20	44
46	7	3	45
21	61	42	12
21	29	11	39
8	95	24	50
63	93	44	8
59	45	4	30
34	5	6	36
1	66	71	22
80	38	94	24
60	71	27	25
48	69	23	40
85	97	75	49
49	51	17	33
80	94	7	23
95	70	23	21
2	74	47	23
99	64	2	28
71	34	4	20
77	44	31	27
48	59	91	1
47	83	16	32
68	82	67	6
7	25	32	46
100	40	3	5
67	14	10	35
17	58	64	30
6	84	7	5
61	99	58	47
37	57	63	24
50	28	81	15
53	55	31	32
35	60	81	50
42	16	1	8
51	3	8	11
67	3	46	38
32	55	92	9
1	69	24	17
97	97	89	25
5	86	7	19
46	56	59	15
88	38	82	38
3	6	100	29
35	94	81	6
93	81	70	11
9	51	73	47
33	30	55	33
58	8	46	41
63	21	67	23
57	25	77	12
36	61	61	12
7	5	86	30
23	56	19	47
97	100	29	42
77	5	39	26
18	89	79	32
6	16	71	33
100	63	88	40
23	13	38	16
52	58	54	37
47	36	20	1
62	39	62	3
48	8	100	44
15	96	90	16
21	53	95	24
92	22	97	25
36	19	1	27
58	50	63	19
72	41	88	12
79	84	21	18
58	19	83	40
8	25	30	18
16	97	57	2
48	36	22	34
4	89	49	45
97	91	66	38
93	72	5	39
50	67	22	50
31	34	73	34
76	69	73	19
26	58	67	9
26	84	51	18
71	27	76	9
57	6	83	44
58	73	17	1
16	46	53	20
10	36	57	28
50	97	54	10
21	38	34	36
57	57	74	27
30	46	87	10
18	92	57	23
94	59	24	5
64	4	13	35
44	70	83	6
95	68	100	16
87	86	48	31
85	30	96	3
100	48	78	39
34	20	68	45
4	84	44	45
24	42	60	17
55	97	40	17
69	95	16	12
73	41	33	45
17	50	42	16
92	17	2	29
82	66	14	16
76	92	89	20
62	93	3	16
97	32	36	20
35	100	80	38
74	16	55	18
70	13	22	45
67	29	55	18
13	80	57	11
79	27	75	32
97	57	54	6
41	84	77	40
73	75	62	25
47	60	12	44
30	86	53	2
27	35	51	13
64	45	7	25
60	74	31	34
55	73	12	28
63	79	68	31
95	46	22	47
61	15	23	3
6	18	55	29
77	2	97	22
97	35	68	26
23	39	13	22
31	100	14	5
54	58	43	25
50	50	75	46
76	13	99	28
95	51	41	49
90	60	63	24
85	79	74	3
67	77	95	23
47	90	27	40
93	47	37	19
11	14	95	38
94	20	27	23
70	49	81	12
94	3	96	20
85	91	57	38
72	3	93	35
93	82	99	13
62	17	99	43
47	49	49	43
16	96	16	34
86	78	10	2
3	20	48	29
77	59	79	28
5	12	34	26
100	9	38	28
41	5	90	6
87	46	58	9
54	46	61	7
27	70	78	50
5	36	47	18
60	11	46	5
95	84	49	38
72	46	31	47
98	96	3	39
34	10	84	38
29	6	79	26
43	51	52	48
89	71	81	39
87	34	23	32
43	99	50	9
91	59	44	26
94	44	72	10
65	94	74	38
54	21	56	15
9	87	66	37
100	90	37	31
96	23	87	44
90	14	3	21
39	52	28	19
2	32	14	39
13	56	8	9
8	79	9	1
95	3	52	10
20	82	41	49
31	97	19	44
31	58	98	5
94	49	2	47
86	56	46	37
80	67	43	27
15	59	29	24
82	81	65	20
16	95	35	15
24	34	87	32
72	86	74	23
87	2	79	13
64	84	88	39
77	60	57	3
81	85	54	45
24	100	54	9
61	37	42	25
78	96	97	25
13	89	17	43
90	14	99	41
8	33	37	24
46	26	59	22
53	45	48	48
43	50	53	39
31	59	74	46
35	16	18	29
33	64	82	27
63	60	5	37
11	98	45	9
12	1	77	7
62	56	92	19
63	32	74	10
2	32	55	4
77	12	25	5
49	94	84	17
90	62	67	20
47	26	94	22
2	54	27	49
17	86	68	3
72	67	72	19
45	78	7	3
4	43	13	47
57	53	18	30
29	93	54	13
16	79	6	11
63	4	27	40
22	39	99	37
97	4	69	22
98	38	95	16
42	61	34	27
96	2	95	2
100	99	83	9
66	99	65	13
19	91	61	15
54	52	83	2
90	41	55	29
27	2	29	11
21	81	95	2
88	37	19	20
82	76	5	44
7	57	5	36
35	51	72	8
68	18	44	22
95	83	39	29
71	77	42	43
49	49	25	26
30	43	99	15
24	20	44	31
47	98	56	38
6	83	7	24
46	14	4	28
84	83	64	9
71	46	58	39
32	37	34	8
61	7	86	32
24	67	59	23
13	74	13	31
56	96	34	35
42	28	10	33
3	34	84	16
76	82	45	30
29	85	70	25
61	87	76	18
18	91	18	34
81	94	58	10
12	37	97	22
17	95	4	26
71	14	35	34
60	59	8	50
62	19	14	13
73	97	65	5
70	32	12	49
27	8	3	14
19	11	41	7
73	16	2	3
36	49	99	47
45	31	18	6
57	57	3	32
66	31	72	20
90	19	69	50
75	95	65	33
82	22	24	47
94	34	100	41
